epoch,train_loss,val_loss,val_macroAcc,val_macroF1
1,1.154104685238278,2.834060810776872,0.4909103140737324,0.07612242000268225
2,0.4118730457615633,2.3911185378379325,0.6513099219620959,0.15613025722763027
3,0.24041225007695477,2.164288259472687,0.7034214577692839,0.19268710381086276
4,0.16855234074345557,2.00173567802728,0.7395259330041938,0.1925610913074953
5,0.12669051016255614,1.8828775345339952,0.7507272920316398,0.2120913877329757
6,0.0981961690357724,1.806283540936958,0.7550837447576578,0.21695118183115128
7,0.08469359984002225,1.7253216206414919,0.7473091522004565,0.21020170529348006
8,0.07546398340983702,1.7198432215165536,0.7579822954822955,0.22312155736447004
9,0.07589840961454013,1.707000731305734,0.7617090035568296,0.21218685028479592
10,0.07289600421227896,1.712934937208149,0.7617090035568296,0.22170289363091367
11,0.07119882438711879,1.7061906329680046,0.7592245315071402,0.2221380397432706
12,0.07032327337536412,1.698159229703678,0.7604667675319849,0.2152896420208413
13,0.06964861590447352,1.7055317074448366,0.7579822954822955,0.23426970027513097
14,0.06777880401935127,1.6724804444083288,0.7454046557307427,0.21550623045212394
15,0.06781338606804495,1.6907815640853077,0.7617090035568296,0.2129985099760768
16,0.06861001028083684,1.6877796606103914,0.7628238307586134,0.22244666461642174
17,0.06743964335873784,1.6864651541482316,0.7628238307586134,0.22185000671355473
18,0.06814892333867091,1.6840954570090778,0.7617090035568296,0.22412243546525518
19,0.06876623209549078,1.6745819127241153,0.7617090035568296,0.2153525901751063
