0,0,0,0,0,845,4,347,11,1,1,315,3,397,67,14,145,9,30,0,93,137,3
0,0,0,0,0,24,87,34,16,5,0,3,90,178,5,4,51,10,3,0,1,26,0
0,0,0,0,0,2,7,310,1,1,1,3,2,298,22,0,23,9,3,0,16,21,0
0,0,0,0,0,60,1,0,13,68,19,164,284,2,90,89,14,0,0,2,2,2,0
0,0,0,0,0,96,0,3,0,14,0,223,134,0,0,34,1,0,0,0,0,2,0
0,0,0,0,0,34,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,84,0,1,0,1,0,1,0,0,0,1,2,0,0,0,0,0
0,0,0,0,0,2,0,36,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,59,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
