epoch,train_loss,val_loss,val_macroAcc,val_macroF1
1,1.1556805727868658,2.879955845626148,0.4786831484357721,0.06161349885766063
2,0.41712280321884776,2.437579210775305,0.5832069680242667,0.1272158048080091
3,0.25224805783091014,2.218451625763431,0.6591414418657712,0.21065306096086475
4,0.17704713857271917,2.0507495106015203,0.6904297111050116,0.21777701125987284
5,0.13622972420149077,1.9331178297651335,0.7127229654403567,0.23644227718999752
6,0.10734498040782417,1.8441899279041034,0.7281925200403461,0.23442225138877432
7,0.08761957970024578,1.7822638475941206,0.7313259807825024,0.24868397439287432
8,0.08177997777129496,1.7607502537139559,0.7295767638158942,0.2428955339479593
9,0.0816024855445317,1.758483219484293,0.7344143175664916,0.2167176460172586
10,0.07845889436018422,1.7531302500108683,0.7318369432499867,0.25250096403961225
11,0.07759412539869899,1.7430040187883606,0.7338104528321918,0.23181563505238134
12,0.07755899689796003,1.7291332880474437,0.7313259807825024,0.22657505817142434
13,0.07655337484022959,1.7351381105765764,0.7344143175664916,0.2327665475618886
14,0.07542939614016504,1.7201550217572072,0.733137574985401,0.22830192095201476
15,0.07360176050908668,1.7258911983801857,0.7350181823007909,0.23473431413098686
16,0.07606955057373396,1.7179943649538523,0.7349836757445453,0.24037347870709097
17,0.07515137523230661,1.7103917841553062,0.7337414397197005,0.23525628547065375
18,0.07622062462904808,1.7264917937825601,0.7344143175664916,0.22772775283802602
19,0.07425606928660716,1.720810768021163,0.7325682168073471,0.2291483972293146
20,0.07566913989628124,1.712012160828898,0.7313259807825024,0.24192331603487985
