epoch,train_loss,val_loss,val_macroAcc,val_macroF1
1,1.1557809619549142,2.861063189636112,0.46970654283248,0.0833400290261447
2,0.409725960105251,2.4288202737340865,0.5950374858358367,0.12121403794518107
3,0.2458844277070947,2.1844202784485782,0.6549037065716227,0.18232636204748062
4,0.17137085091542345,2.0393993733108355,0.6954743324308543,0.194016375836019
5,0.12731971492735758,1.9126738666753078,0.7127554812337422,0.20599588554196005
6,0.10306808514607826,1.8363813575911017,0.7152054467271859,0.20820633244311418
7,0.08560905397778784,1.775977349983663,0.7177695492912884,0.2145437310881128
8,0.0767055161455971,1.7734192826209425,0.7274181132876786,0.21380747690381982
9,0.07639550109166714,1.7640188227616698,0.7268142485533791,0.20748293697284217
10,0.0756379837816645,1.7510773840492844,0.7268142485533791,0.21257728268494128
11,0.07346737557651994,1.7420934747685906,0.7262103838190795,0.2047728442937038
12,0.07284985671838873,1.7283969285907907,0.7291368052237618,0.2137890980813648
13,0.07252251151914077,1.721470968612772,0.7291368052237618,0.20082324700426057
14,0.07072993041593925,1.7171780343305088,0.7274181132876786,0.20335355312027137
15,0.0682505969698859,1.7299142391830309,0.7256994213515953,0.2015761136036541
16,0.07273717992411374,1.7199663254027227,0.7268142485533791,0.20439845238192017
17,0.0702337597441461,1.7228859634970006,0.7218107978977545,0.20174492056107762
18,0.07010514586832164,1.715523865321478,0.7285329404894623,0.20597699167643027
19,0.07012838384172392,1.72091278939466,0.7279290757551627,0.2032628688027622
20,0.06982447601301442,1.7201442657526456,0.7268142485533791,0.23048078471415254
